time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
15461,11,-5,30,-37,63,-26,43,-20
15471,13,-10,30,-39,64,-24,42,-18
15481,11,-5,30,-38,64,-26,43,-21
15491,13,-10,30,-38,62,-24,40,-20
15501,11,-5,30,-38,63,-26,43,-21
15511,12,-10,31,-38,63,-25,41,-19
15521,10,-5,30,-37,62,-25,43,-21
15531,12,-9,30,-38,63,-24,41,-19
15541,11,-5,30,-38,64,-26,45,-21
15551,13,-9,30,-38,62,-25,40,-19
15561,11,-5,30,-38,63,-26,44,-21
15571,13,-10,30,-40,61,-25,41,-19
15581,11,-5,30,-38,63,-25,42,-21
15591,14,-10,30,-39,62,-25,43,-19
15601,11,-5,31,-37,63,-25,43,-21
15611,13,-9,30,-38,66,-25,43,-19
15621,11,-6,30,-37,63,-26,43,-21
15631,13,-10,30,-38,62,-25,42,-19
15641,11,-5,30,-38,63,-26,44,-21
15651,12,-9,30,-38,63,-25,40,-19
15661,10,-5,30,-38,63,-25,43,-21
15671,14,-10,30,-38,61,-26,41,-19
15681,11,-5,30,-37,64,-27,44,-21
15691,13,-10,29,-38,61,-25,43,-19
15701,11,-5,31,-37,64,-26,43,-21
15711,13,-10,30,-39,61,-25,43,-18
15721,11,-5,30,-37,64,-25,42,-21
15731,13,-10,30,-39,63,-24,41,-19
15741,11,-5,30,-37,64,-26,42,-21
15751,13,-9,30,-38,63,-24,43,-19
15761,11,-5,30,-38,64,-25,44,-21
15771,13,-10,30,-39,62,-24,40,-19
15781,11,-5,30,-38,63,-25,43,-21
15791,14,-10,30,-39,62,-25,42,-19
15801,11,-5,30,-36,63,-25,44,-21
15811,13,-10,30,-39,61,-24,40,-19
15821,11,-5,30,-37,63,-26,42,-21
15831,13,-9,30,-38,64,-24,41,-19
15841,11,-5,30,-38,64,-26,44,-21
15851,13,-10,30,-38,63,-24,41,-19
15861,11,-6,30,-36,63,-27,43,-21
15871,13,-10,30,-38,63,-25,41,-19
15881,11,-5,30,-38,63,-26,44,-21
15891,12,-10,30,-39,63,-26,41,-19
15901,11,-5,31,-37,63,-25,44,-21
15911,13,-10,30,-38,63,-25,42,-19
15921,11,-5,31,-38,63,-25,43,-21
15931,14,-10,29,-39,63,-25,42,-19
15941,11,-5,31,-37,64,-26,43,-22
15951,11,-9,30,-39,62,-25,42,-18
15961,11,-5,31,-37,64,-26,43,-21
15971,13,-10,30,-39,62,-25,42,-19
15981,11,-5,30,-38,64,-25,44,-21
15991,13,-9,30,-38,66,-24,42,-19
16001,11,-5,31,-37,63,-26,44,-21
16011,13,-10,30,-39,62,-25,42,-20
16021,11,-5,30,-36,64,-25,44,-21
16031,13,-10,30,-38,62,-25,41,-19
16041,11,-5,30,-38,63,-25,43,-20
16051,13,-10,30,-39,63,-25,41,-19
16061,11,-5,30,-38,63,-26,43,-21
16071,13,-10,30,-38,62,-25,43,-19
16081,11,-5,30,-38,64,-26,44,-21
16091,12,-10,30,-37,62,-25,41,-19
16101,11,-5,31,-37,63,-25,44,-20
16111,14,-10,30,-39,63,-25,40,-19
16121,11,-5,31,-37,64,-26,44,-21
16131,13,-10,30,-38,64,-25,42,-19
16141,10,-5,31,-38,62,-26,44,-21
16151,13,-10,30,-38,61,-25,43,-19
16161,11,-6,33,-38,64,-25,44,-21
16171,13,-10,30,-39,63,-26,42,-19
16181,11,-5,30,-38,64,-26,44,-21
16191,13,-10,30,-39,63,-25,42,-19
16201,10,-5,30,-38,64,-26,43,-21
16211,13,-10,30,-38,61,-25,40,-19
16221,11,-5,31,-39,60,-24,44,-21
16231,13,-10,30,-38,63,-25,43,-19
16241,11,-5,31,-38,62,-25,43,-20
16251,13,-10,29,-38,64,-25,42,-19
16261,11,-5,31,-37,63,-26,44,-21
16271,13,-10,30,-39,64,-25,43,-19
16281,11,-5,31,-37,62,-26,44,-21
16291,13,-10,30,-38,63,-23,43,-19
16301,11,-5,31,-37,66,-25,44,-21
16311,13,-11,31,-38,64,-24,43,-19
16321,11,-5,31,-38,62,-26,43,-22
16331,13,-10,30,-37,62,-24,43,-19
16341,11,-5,31,-38,64,-26,44,-21
16351,13,-10,30,-38,62,-25,40,-19
16361,11,-5,31,-37,67,-26,44,-21
16371,13,-10,30,-38,64,-24,42,-19
16381,11,-5,31,-38,64,-27,44,-22
16391,13,-10,30,-38,62,-25,41,-19
16401,11,-5,30,-37,64,-26,43,-21
16411,13,-10,30,-38,63,-24,42,-19
16421,11,-5,30,-38,63,-25,44,-20
16431,13,-10,30,-38,62,-24,41,-20
16441,11,-5,31,-37,63,-26,43,-21
16451,13,-10,30,-38,62,-25,42,-19
16461,11,-5,31,-38,64,-25,43,-21
16471,13,-10,30,-39,62,-25,40,-19
16481,11,-5,31,-37,65,-26,44,-21
16491,13,-10,30,-37,63,-26,41,-19
16501,11,-5,31,-37,63,-25,44,-21
16511,13,-10,30,-36,62,-25,42,-19
16521,11,-5,31,-37,64,-25,44,-21
16531,13,-10,30,-39,63,-25,43,-19
16541,11,-5,31,-37,63,-26,43,-22
16551,13,-10,30,-39,62,-25,40,-19
16561,11,-5,31,-38,64,-26,42,-21
16571,13,-10,30,-39,61,-25,43,-19
16581,11,-5,31,-38,63,-26,43,-21
16591,13,-10,30,-38,64,-24,42,-19
16601,11,-5,31,-38,64,-26,43,-21
16611,13,-10,30,-38,63,-25,43,-19
16621,11,-5,31,-38,65,-27,45,-20
16631,13,-10,30,-38,63,-24,41,-19
16641,11,-5,31,-37,64,-26,44,-21
16651,13,-10,30,-39,62,-24,43,-19
16661,11,-5,31,-37,63,-25,44,-21
16671,13,-10,30,-38,62,-25,40,-20
16681,11,-5,31,-37,63,-26,45,-21
16691,13,-10,30,-38,65,-25,42,-19
16701,11,-5,31,-37,64,-25,42,-21
16711,13,-8,31,-36,62,-25,40,-19
16721,11,-5,31,-37,66,-26,43,-21
16731,13,-10,30,-38,63,-26,42,-19
16741,11,-5,31,-37,64,-26,45,-21
16751,13,-10,30,-39,62,-24,42,-19
16761,11,-5,31,-37,63,-25,45,-21
16771,13,-10,30,-39,63,-25,41,-19
16781,11,-5,31,-38,64,-25,44,-20
16791,13,-10,29,-39,62,-25,41,-19
16801,11,-5,31,-38,63,-26,43,-20
16811,13,-10,30,-39,62,-25,40,-19
16821,11,-5,30,-38,64,-25,44,-21
16831,13,-10,30,-38,62,-25,42,-19
16841,11,-4,30,-37,63,-26,44,-21
16851,13,-11,31,-38,62,-25,40,-19
16861,11,-2,28,-38,64,-26,42,-22
16871,13,-10,30,-38,64,-25,40,-18
16881,11,-5,31,-37,63,-26,43,-21
16891,13,-10,30,-38,61,-25,42,-19
16901,11,-5,31,-37,64,-25,43,-21
16911,13,-10,30,-38,62,-25,43,-19
16921,11,-5,31,-37,64,-26,45,-21
16931,13,-10,30,-38,62,-24,41,-19
16941,11,-4,30,-37,63,-25,43,-21
16951,13,-10,30,-39,62,-24,43,-19
16961,10,-5,31,-36,63,-26,44,-21
16971,13,-10,30,-38,62,-25,43,-19
16981,11,-5,31,-38,62,-27,44,-21
16991,13,-11,31,-39,63,-25,42,-19
17001,11,-5,31,-37,65,-26,44,-21
17011,13,-10,30,-39,61,-24,42,-19
17021,11,-5,31,-37,65,-26,44,-21
17031,13,-10,30,-38,62,-24,42,-19
17041,11,-5,31,-37,63,-25,44,-21
17051,13,-10,30,-37,62,-24,42,-19
17061,11,-5,31,-37,63,-25,44,-21
17071,13,-3,24,-38,62,-24,43,-19
17081,11,-5,31,-38,65,-27,43,-21
17091,13,-10,30,-37,62,-25,42,-19
17101,11,-6,32,-38,64,-26,43,-22
17111,13,-10,30,-38,62,-25,42,-19
17121,11,-5,31,-37,63,-25,44,-22
17131,13,-11,31,-39,62,-26,42,-20
17141,11,-5,31,-37,63,-26,43,-21
17151,13,-10,30,-38,62,-25,41,-19
17161,11,-5,31,-37,63,-25,44,-21
17171,13,-10,30,-38,62,-25,40,-19
17181,11,-5,30,-38,64,-26,43,-22
17191,13,-10,30,-38,63,-24,43,-19
17201,11,-5,31,-38,63,-26,43,-21
17211,13,-10,30,-38,62,-25,41,-19
17221,11,-6,32,-38,63,-26,44,-21
17231,13,-10,30,-38,62,-26,43,-19
17241,11,-5,31,-37,64,-26,45,-21
17251,13,-10,30,-38,62,-25,42,-19
17261,11,-5,31,-38,63,-26,44,-21
17271,13,-10,30,-38,63,-25,42,-19
17281,11,-5,31,-38,64,-26,45,-21
17291,13,-10,30,-38,62,-26,42,-19
17301,11,-4,29,-38,64,-27,44,-21
17311,13,-10,30,-39,61,-24,42,-19
17321,11,-5,30,-38,63,-27,43,-21
17331,13,-10,30,-37,61,-26,42,-19
17341,11,-5,31,-37,65,-26,43,-21
17351,13,-10,30,-39,61,-24,43,-19
17361,11,-5,31,-37,63,-27,44,-21
17371,13,-10,30,-39,64,-25,42,-19
17381,11,-5,30,-37,63,-26,44,-21
17391,13,-10,30,-39,61,-26,42,-19
17401,11,-5,30,-39,68,-25,44,-20
17411,13,-10,29,-38,62,-26,42,-19
17421,11,-5,30,-38,62,-26,44,-21
17431,13,-10,30,-38,62,-23,42,-19
17441,11,-5,30,-37,64,-26,44,-21
17451,13,-8,28,-38,61,-24,41,-19
17461,11,-5,31,-37,65,-26,44,-21
17471,13,-10,30,-39,61,-24,42,-19
17481,11,-7,31,-38,64,-26,44,-21
17491,13,-10,30,-38,63,-25,41,-19
17501,11,-5,31,-38,65,-26,44,-20
17511,13,-11,31,-39,64,-27,42,-19
17521,11,-5,30,-38,64,-26,42,-20
17531,13,-10,30,-39,62,-24,43,-19
17541,11,-5,30,-38,62,-25,45,-21
17551,13,-10,30,-38,62,-25,42,-19
17561,11,-5,30,-37,59,-26,42,-21
17571,13,-11,31,-38,62,-26,42,-20
17581,11,-5,30,-38,64,-26,44,-21
17591,13,-10,30,-38,63,-26,40,-19
17601,11,-5,30,-37,63,-26,43,-21
17611,13,-10,30,-39,63,-26,41,-18
17621,11,-5,30,-37,64,-27,44,-21
17631,13,-10,30,-39,61,-26,42,-20
17641,11,-5,30,-38,64,-26,44,-21
17651,13,-11,31,-38,63,-24,43,-19
17661,11,-4,30,-37,63,-25,44,-22
17671,13,-10,30,-39,63,-24,42,-20
17681,11,-5,30,-37,64,-25,42,-21
17691,13,-10,30,-38,62,-24,42,-20
17701,11,-5,30,-37,64,-27,44,-22
17711,13,-10,30,-39,64,-25,42,-19
17721,11,-5,31,-37,64,-26,43,-21
17731,13,-10,29,-38,62,-25,41,-17
17741,11,-5,30,-38,65,-26,44,-22
17751,13,-10,30,-39,62,-26,42,-20
17761,11,-5,30,-37,66,-25,44,-22
17771,13,-11,30,-38,66,-25,42,-18
17781,11,-5,30,-38,64,-27,43,-21
17791,13,-10,30,-38,64,-26,42,-20
17801,11,-5,30,-37,64,-25,44,-22
17811,13,-10,30,-39,66,-26,42,-19
17821,11,-5,30,-37,64,-25,43,-21
17831,13,-11,29,-38,63,-26,42,-19
17841,11,-5,30,-38,65,-27,44,-22
17851,13,-10,30,-38,63,-26,42,-20
17861,11,-5,30,-37,63,-25,43,-21
17871,13,-7,27,-38,62,-25,40,-18
17881,11,-5,30,-38,68,-27,44,-22
17891,13,-10,30,-38,63,-25,42,-20
17901,11,-5,30,-37,64,-27,44,-22
17911,13,-10,30,-38,62,-24,42,-19
17921,11,-5,30,-37,64,-27,42,-21
17931,13,-10,30,-39,63,-25,41,-19
17941,11,-5,30,-37,64,-27,44,-22
17951,13,-10,30,-38,63,-25,40,-19
17961,11,-5,30,-37,65,-26,44,-22
17971,13,-10,30,-40,63,-25,42,-20
17981,11,-5,29,-34,62,-26,44,-22
17991,13,-10,30,-39,63,-24,42,-20
18001,11,-5,30,-38,64,-26,44,-22
18011,13,-10,30,-40,63,-25,41,-18
18021,11,-5,30,-38,64,-26,43,-22
18031,14,-10,30,-38,62,-23,42,-20
18041,11,-6,30,-39,64,-26,44,-22
18051,13,-10,30,-38,61,-26,41,-19
18061,11,-5,30,-37,62,-26,43,-21
18071,13,-10,30,-39,63,-25,38,-19
18081,11,-4,30,-38,64,-26,44,-22
18091,14,-10,30,-39,62,-25,42,-20
18101,12,-5,30,-38,64,-26,44,-22
18111,13,-11,30,-39,62,-26,42,-20
18121,11,-5,30,-37,62,-27,44,-22
18131,13,-10,30,-39,67,-26,42,-20
18141,12,-5,30,-38,67,-27,44,-22
18151,13,-12,31,-39,63,-26,42,-19
18161,10,-5,30,-38,64,-24,44,-21
18171,13,-9,30,-38,61,-25,42,-19
18181,11,-5,30,-38,63,-26,44,-21
18191,12,-10,30,-38,62,-24,42,-19
18201,11,-5,30,-37,64,-26,43,-21
18211,12,-10,30,-39,61,-25,42,-18
18221,11,-5,30,-38,65,-24,44,-22
18231,13,-10,30,-39,62,-25,43,-19
18241,11,-5,30,-38,64,-26,44,-22
18251,13,-10,30,-39,63,-26,42,-19
18261,11,-5,30,-37,65,-28,44,-22
18271,13,-10,30,-38,62,-25,42,-19
18281,11,-5,29,-39,64,-26,44,-22
18291,13,-10,30,-40,62,-25,42,-19
18301,11,-5,30,-38,62,-26,44,-22
18311,13,-10,30,-38,62,-26,42,-18
18321,11,-5,30,-38,62,-26,44,-21
18331,13,-10,30,-37,63,-25,41,-19
18341,11,-5,30,-37,62,-26,43,-21
18351,13,-10,30,-38,62,-25,42,-20
18361,11,-5,31,-38,64,-26,44,-21
18371,13,-10,30,-38,62,-26,41,-18
18381,11,-5,30,-37,64,-26,44,-21
18391,13,-10,30,-38,64,-25,43,-19
18401,11,-5,30,-37,64,-26,44,-21
18411,12,-10,30,-38,62,-24,43,-19
18421,10,-5,30,-38,63,-26,43,-22
18431,13,-10,30,-38,62,-25,42,-19
18441,11,-5,31,-38,63,-26,43,-22
18451,13,-10,30,-38,61,-26,42,-19
18461,11,-5,30,-37,63,-25,43,-21
18471,14,-11,31,-39,64,-24,42,-19
18481,11,-5,30,-37,63,-26,43,-21
18491,13,-10,30,-37,62,-25,43,-19
18501,11,-5,30,-37,63,-26,44,-21
18511,13,-10,30,-39,62,-26,41,-18
18521,12,-5,30,-38,63,-26,43,-21
18531,13,-10,30,-37,62,-25,41,-19
18541,10,-5,30,-38,63,-26,44,-21
18551,13,-10,30,-39,63,-26,42,-20
18561,10,-5,30,-38,66,-26,43,-21
18571,13,-10,31,-36,62,-25,41,-18
18581,11,-5,30,-37,63,-27,44,-21
18591,13,-10,30,-37,62,-26,42,-19
18601,11,-5,30,-37,64,-26,44,-21
18611,13,-10,30,-39,62,-25,42,-19
18621,11,-5,31,-37,65,-26,44,-23
18631,13,-10,30,-39,62,-26,43,-19
18641,11,-5,30,-35,65,-26,44,-22
18651,13,-9,29,-38,63,-25,42,-19
18661,11,-5,30,-38,65,-26,44,-22
18671,13,-10,30,-38,62,-25,42,-19
18681,12,-5,30,-37,64,-26,44,-21
18691,13,-10,30,-38,62,-25,42,-19
18701,11,-5,30,-39,66,-25,44,-22
18711,13,-10,30,-38,62,-25,41,-18
18721,10,-5,30,-37,63,-26,43,-21
18731,13,-10,30,-37,63,-25,42,-19
18741,11,-5,30,-38,64,-26,44,-22
18751,13,-10,30,-39,62,-26,42,-18
18761,11,-5,30,-38,63,-26,44,-22
18771,12,-10,30,-38,63,-25,42,-19
18781,11,-5,30,-38,63,-26,44,-21
18791,13,-10,30,-39,62,-25,41,-19
18801,10,-5,30,-37,63,-26,44,-21
18811,13,-10,30,-38,62,-25,41,-19
18821,11,-5,30,-38,65,-26,44,-21
18831,13,-10,30,-38,61,-25,43,-19
18841,11,-5,30,-38,66,-26,44,-22
18851,13,-10,30,-39,63,-25,42,-20
18861,11,-5,30,-38,63,-26,44,-22
18871,14,-10,30,-39,62,-26,43,-19
18881,11,-5,30,-38,64,-26,42,-22
18891,13,-10,30,-38,66,-25,42,-19
18901,11,-5,30,-38,62,-27,44,-22
18911,13,-10,30,-39,66,-25,43,-20
18921,11,-6,29,-37,64,-26,44,-22
18931,13,-10,30,-38,63,-26,41,-19
18941,11,-5,30,-38,64,-26,44,-22
18951,13,-10,30,-38,65,-25,43,-19
18961,10,-5,30,-37,64,-26,44,-21
18971,14,-10,30,-38,63,-25,43,-20
18981,12,-5,30,-37,64,-26,44,-22
18991,13,-10,30,-38,63,-26,42,-19
19001,11,-5,30,-38,64,-26,44,-22
19011,13,-10,30,-39,62,-26,41,-19
19021,11,-5,30,-37,63,-26,44,-22
19031,13,-10,30,-39,62,-26,41,-19
19041,11,-6,31,-38,63,-26,44,-22
19051,13,-10,30,-38,62,-26,40,-19
19061,12,-5,30,-38,65,-26,44,-22
19071,13,-8,28,-38,63,-25,41,-19
19081,11,-5,30,-37,64,-26,43,-21
19091,13,-10,30,-39,61,-26,42,-19
19101,12,-5,30,-38,64,-26,43,-22
19111,13,-9,29,-39,63,-25,42,-19
19121,11,-5,30,-38,65,-26,44,-22
19131,13,-10,30,-39,63,-25,40,-18
19141,11,-5,30,-38,65,-26,44,-22
19151,13,-10,30,-39,62,-25,41,-19
19161,11,-6,31,-38,63,-27,42,-21
19171,13,-10,30,-38,63,-25,42,-20
19181,12,-5,30,-38,64,-26,42,-22
19191,14,-10,30,-38,63,-25,41,-19
19201,11,-5,30,-39,64,-26,44,-21
19211,13,-10,30,-39,62,-25,42,-19
19221,12,-5,30,-37,63,-26,43,-22
19231,13,-10,30,-37,63,-25,42,-18
19241,11,-7,31,-38,64,-26,44,-22
19251,13,-10,30,-39,62,-25,41,-19
19261,11,-5,30,-38,63,-26,44,-21
19271,11,-10,30,-39,63,-25,42,-19
19281,11,-6,31,-38,64,-26,44,-22
19291,13,-10,30,-38,63,-25,42,-19
19301,11,-5,30,-38,65,-26,44,-22
19311,13,-10,30,-39,62,-25,43,-19
19321,11,-5,30,-38,64,-26,43,-22
19331,13,-11,30,-38,62,-25,41,-19
19341,11,-5,30,-38,68,-26,43,-21
19351,13,-10,30,-38,63,-25,42,-19
19361,11,-4,30,-37,65,-26,43,-22
19371,13,-10,31,-39,62,-26,42,-19
19381,12,-5,30,-38,67,-27,44,-22
19391,14,-10,30,-37,63,-25,41,-17
19401,11,-5,30,-38,64,-26,44,-22
19411,13,-10,30,-39,62,-26,41,-19
19421,12,-5,30,-38,64,-26,44,-22
19431,13,-10,30,-39,63,-25,42,-19
19441,11,-5,30,-38,62,-26,44,-21
19451,13,-10,30,-38,64,-25,43,-19
19461,10,-5,30,-38,63,-26,44,-22
19471,13,-10,30,-38,62,-25,42,-19
19481,11,-5,30,-38,64,-26,44,-22
19491,13,-10,30,-38,61,-25,41,-19
